ID,Date,Company,Title,Location,Link
26,2023-08-19,PaxeraHealth,Data Science Developer,"Newton, MA",https://www.linkedin.com/jobs/view/data-science-developer-at-paxerahealth-3699345388?refId=aN8UqWy%2FU4slOBB8%2BLg4cg%3D%3D&trackingId=Qqo%2FZKoOltbxdqHEsxA2pA%3D%3D&position=1&pageNum=1&trk=public_jobs_jserp-result_search-card
27,2023-09-16,SynergisticIT,Entry/Junior Level Data Scientist/Python Programmer,"Boston, MA",https://www.linkedin.com/jobs/view/entry-junior-level-data-scientist-python-programmer-at-synergisticit-3715210357?refId=aN8UqWy%2FU4slOBB8%2BLg4cg%3D%3D&trackingId=A4Wt7ekP3GTGFsS6yt%2FrnA%3D%3D&position=2&pageNum=1&trk=public_jobs_jserp-result_search-card
28,2023-08-02,Massachusetts League of Community Health Centers,Data Scientist,"Boston, MA",https://www.linkedin.com/jobs/view/data-scientist-at-massachusetts-league-of-community-health-centers-3680392373?refId=aN8UqWy%2FU4slOBB8%2BLg4cg%3D%3D&trackingId=zQEVa2EvmBc8ZcetuCwcMA%3D%3D&position=3&pageNum=1&trk=public_jobs_jserp-result_search-card
29,2023-09-20,Flagship Pioneering,"Senior Data Scientist, Pre-Clinical Drug Discovery","Cambridge, MA",https://www.linkedin.com/jobs/view/senior-data-scientist-pre-clinical-drug-discovery-at-flagship-pioneering-3725149183?refId=aN8UqWy%2FU4slOBB8%2BLg4cg%3D%3D&trackingId=C4wGkeA0dZZzlJ0rHhFOLg%3D%3D&position=4&pageNum=1&trk=public_jobs_jserp-result_search-card
30,2023-06-01,Experfy,Principal Data Scientist,"Boston, MA",https://www.linkedin.com/jobs/view/principal-data-scientist-at-experfy-3646109608?refId=aN8UqWy%2FU4slOBB8%2BLg4cg%3D%3D&trackingId=LeCGudR48eoVZ%2FzgvPRA%2BQ%3D%3D&position=5&pageNum=1&trk=public_jobs_jserp-result_search-card
31,2023-06-27,MORSE Corp,NLP Machine Learning Engineer,"Cambridge, MA",https://www.linkedin.com/jobs/view/nlp-machine-learning-engineer-at-morse-corp-3673080627?refId=aN8UqWy%2FU4slOBB8%2BLg4cg%3D%3D&trackingId=jYBGwZcoNH1MaukpKqUWiw%3D%3D&position=6&pageNum=1&trk=public_jobs_jserp-result_search-card
32,2023-06-10,SynergisticIT,Junior Data Scientist,"Cambridge, MA",https://www.linkedin.com/jobs/view/junior-data-scientist-at-synergisticit-3649695401?refId=aN8UqWy%2FU4slOBB8%2BLg4cg%3D%3D&trackingId=t3Yc8huZ8Flq%2FcdjCWHU3A%3D%3D&position=7&pageNum=1&trk=public_jobs_jserp-result_search-card
33,2023-09-12,HiFiBiO Therapeutics,"Data Engineer, Translational Data Science","Cambridge, MA",https://www.linkedin.com/jobs/view/data-engineer-translational-data-science-at-hifibio-therapeutics-3718571660?refId=aN8UqWy%2FU4slOBB8%2BLg4cg%3D%3D&trackingId=SYyBKmgGzYaKWpG9yOp8%2BQ%3D%3D&position=8&pageNum=1&trk=public_jobs_jserp-result_search-card
34,2023-07-07,SynergisticIT,ENTRY LEVEL DATA SCIENTIST,"Cambridge, MA",https://www.linkedin.com/jobs/view/entry-level-data-scientist-at-synergisticit-3677692868?refId=aN8UqWy%2FU4slOBB8%2BLg4cg%3D%3D&trackingId=qanVPkEss3DlZhif1RsPAA%3D%3D&position=9&pageNum=1&trk=public_jobs_jserp-result_search-card
35,2023-08-22,Nift,Data Scientist - Machine Learning/Model Development,"Boston, MA",https://www.linkedin.com/jobs/view/data-scientist-machine-learning-model-development-at-nift-3696975612?refId=aN8UqWy%2FU4slOBB8%2BLg4cg%3D%3D&trackingId=a837kZK6HwFEWXccp1mR9w%3D%3D&position=10&pageNum=1&trk=public_jobs_jserp-result_search-card
36,2023-06-10,SynergisticIT,Junior Data Scientist,"Lexington, MA",https://www.linkedin.com/jobs/view/junior-data-scientist-at-synergisticit-3649691724?refId=aN8UqWy%2FU4slOBB8%2BLg4cg%3D%3D&trackingId=UGyIn%2B4FzCpIQt2B%2Ba%2BU0Q%3D%3D&position=11&pageNum=1&trk=public_jobs_jserp-result_search-card
37,2023-08-31,MindPal,Machine Learning Developer,"Boston, MA",https://www.linkedin.com/jobs/view/machine-learning-developer-at-mindpal-3708513147?refId=aN8UqWy%2FU4slOBB8%2BLg4cg%3D%3D&trackingId=hDrzlKddOkq7yIC46lUzDg%3D%3D&position=12&pageNum=1&trk=public_jobs_jserp-result_search-card
38,2023-09-15,ExploreLearning,Data Scientist,"Concord, MA",https://www.linkedin.com/jobs/view/data-scientist-at-explorelearning-3722002357?refId=aN8UqWy%2FU4slOBB8%2BLg4cg%3D%3D&trackingId=KVnU0x7W0EkLOJ%2FlNeAdhg%3D%3D&position=13&pageNum=1&trk=public_jobs_jserp-result_search-card
39,2023-09-26,Agile Search Inc.,"Data Scientist, Technical Lead, Medical Technology, Digital Health",Greater Boston,https://www.linkedin.com/jobs/view/data-scientist-technical-lead-medical-technology-digital-health-at-agile-search-inc-3689691597?refId=aN8UqWy%2FU4slOBB8%2BLg4cg%3D%3D&trackingId=1Joe4YVIozVIISdTvd1U4g%3D%3D&position=14&pageNum=1&trk=public_jobs_jserp-result_search-card
40,2023-10-03,Cirkul,Lead Data Scientist,"Watertown, MA",https://www.linkedin.com/jobs/view/lead-data-scientist-at-cirkul-3703488938?refId=aN8UqWy%2FU4slOBB8%2BLg4cg%3D%3D&trackingId=QKdSL8EH2Ej7I19G3a%2FYKg%3D%3D&position=15&pageNum=1&trk=public_jobs_jserp-result_search-card
41,2023-07-01,Experfy,Lead Data Scientist,"Boston, MA",https://www.linkedin.com/jobs/view/lead-data-scientist-at-experfy-3676192112?refId=aN8UqWy%2FU4slOBB8%2BLg4cg%3D%3D&trackingId=afAWiwATY8NTlvvZDl3j%2BQ%3D%3D&position=16&pageNum=1&trk=public_jobs_jserp-result_search-card
42,2023-08-14,Pryon,Machine Learning Engineer,"Boston, MA",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-pryon-3705771445?refId=aN8UqWy%2FU4slOBB8%2BLg4cg%3D%3D&trackingId=WzMVVQhDTwKCQc0pXGXmCA%3D%3D&position=17&pageNum=1&trk=public_jobs_jserp-result_search-card
43,2023-05-03,Executive Staff Recruiters / ESR Healthcare,Junior Data scientist Boston jersey City nj ref,"Boston, MA",https://www.linkedin.com/jobs/view/junior-data-scientist-boston-jersey-city-nj-ref-at-executive-staff-recruiters-esr-healthcare-3618651606?refId=aN8UqWy%2FU4slOBB8%2BLg4cg%3D%3D&trackingId=hMlnw%2BGNuH8yOG2bGjkynw%3D%3D&position=18&pageNum=1&trk=public_jobs_jserp-result_search-card
44,2023-09-15,Scismic,Computational Biologist/Research Scientist Computational Biology,"Cambridge, MA",https://www.linkedin.com/jobs/view/computational-biologist-research-scientist-computational-biology-at-scismic-3721300802?refId=aN8UqWy%2FU4slOBB8%2BLg4cg%3D%3D&trackingId=9x%2FYPLBg5triqJxzlJuSpA%3D%3D&position=19&pageNum=1&trk=public_jobs_jserp-result_search-card
45,2023-03-28,"Roberts Recruiting, LLC",Data Science Engineer (All Levels),"Boston, MA",https://www.linkedin.com/jobs/view/data-science-engineer-all-levels-at-roberts-recruiting-llc-3576883387?refId=aN8UqWy%2FU4slOBB8%2BLg4cg%3D%3D&trackingId=VpJg2XxAV9zCELSpchQ1Aw%3D%3D&position=20&pageNum=1&trk=public_jobs_jserp-result_search-card
46,2022-09-24,VideaHealth,Artificial Intelligence / Data Science (Internship),"Boston, MA",https://www.linkedin.com/jobs/view/artificial-intelligence-data-science-internship-at-videahealth-3318523019?refId=aN8UqWy%2FU4slOBB8%2BLg4cg%3D%3D&trackingId=UbtfE6vyBGkLWOLoV0nmgw%3D%3D&position=21&pageNum=1&trk=public_jobs_jserp-result_search-card
47,2023-03-28,"Roberts Recruiting, LLC",Data Scientist,"Cambridge, MA",https://www.linkedin.com/jobs/view/data-scientist-at-roberts-recruiting-llc-3576882514?refId=aN8UqWy%2FU4slOBB8%2BLg4cg%3D%3D&trackingId=6yzkeF7rRNm%2FIijjSCGgkA%3D%3D&position=22&pageNum=1&trk=public_jobs_jserp-result_search-card
48,2023-09-12,Dana-Farber Cancer Institute,Artificial Intelligence Machine Learning Engineer,"Boston, MA",https://www.linkedin.com/jobs/view/artificial-intelligence-machine-learning-engineer-at-dana-farber-cancer-institute-3714634326?refId=aN8UqWy%2FU4slOBB8%2BLg4cg%3D%3D&trackingId=qRayyrpB2TDmZTJGx3ox6A%3D%3D&position=23&pageNum=1&trk=public_jobs_jserp-result_search-card
49,2023-09-23,Flagship Pioneering,(Senior) AI/ML Data Engineer,"Cambridge, MA",https://www.linkedin.com/jobs/view/senior-ai-ml-data-engineer-at-flagship-pioneering-3669251466?refId=aN8UqWy%2FU4slOBB8%2BLg4cg%3D%3D&trackingId=I6%2BXa0keXLP9lMzbLl%2BhuA%3D%3D&position=24&pageNum=1&trk=public_jobs_jserp-result_search-card
50,2023-03-28,"Roberts Recruiting, LLC",Data Scientist,"Natick, MA",https://www.linkedin.com/jobs/view/data-scientist-at-roberts-recruiting-llc-3576885384?refId=aN8UqWy%2FU4slOBB8%2BLg4cg%3D%3D&trackingId=Mv0UfaBzlj%2FFLmYHDa63qQ%3D%3D&position=25&pageNum=1&trk=public_jobs_jserp-result_search-card
51,2023-09-21,Flagship Pioneering,(Sr.) Machine Learning Scientist,"Cambridge, MA",https://www.linkedin.com/jobs/view/sr-machine-learning-scientist-at-flagship-pioneering-3605713917?refId=WKVUZX6REpadYaZm9%2BPMwg%3D%3D&trackingId=S2ZWlzWMXIm7OpbOB%2Fd1sg%3D%3D&position=1&pageNum=2&trk=public_jobs_jserp-result_search-card
52,2023-09-13,Mass General Brigham,Data Scientist,"Somerville, MA",https://www.linkedin.com/jobs/view/data-scientist-at-mass-general-brigham-3716038308?refId=WKVUZX6REpadYaZm9%2BPMwg%3D%3D&trackingId=rYmbjQw2fG%2FgbKpU6GL%2BOg%3D%3D&position=2&pageNum=2&trk=public_jobs_jserp-result_search-card
53,2023-10-03,SynergisticIT,Entry Level Python Developer (Remote),"Boston, MA",https://www.linkedin.com/jobs/view/entry-level-python-developer-remote-at-synergisticit-3732194688?refId=WKVUZX6REpadYaZm9%2BPMwg%3D%3D&trackingId=Fl%2BGvObzJTp5fbQVqZgCQQ%3D%3D&position=3&pageNum=2&trk=public_jobs_jserp-result_search-card
54,2023-10-09,BigRio,Data Scientist - Large Language Model (LLM),"Boston, MA",https://www.linkedin.com/jobs/view/data-scientist-large-language-model-llm-at-bigrio-3736119180?refId=WKVUZX6REpadYaZm9%2BPMwg%3D%3D&trackingId=k5zBYyBE1VWNI8bAGgD0DA%3D%3D&position=4&pageNum=2&trk=public_jobs_jserp-result_search-card
55,2023-10-04,Commonwealth of Massachusetts,TECHNOLOGIST/DATA SCIENTIST,"Boston, MA",https://www.linkedin.com/jobs/view/technologist-data-scientist-at-commonwealth-of-massachusetts-3733608176?refId=WKVUZX6REpadYaZm9%2BPMwg%3D%3D&trackingId=FFYY%2F9sHbGGo0xRuU02p5w%3D%3D&position=5&pageNum=2&trk=public_jobs_jserp-result_search-card
56,2023-07-22,SynergisticIT,ENTRY LEVEL DATA ANALYST/DATA SCIENTIST,"Cambridge, MA",https://www.linkedin.com/jobs/view/entry-level-data-analyst-data-scientist-at-synergisticit-3670549041?refId=WKVUZX6REpadYaZm9%2BPMwg%3D%3D&trackingId=vjQAL%2BAKi1VcTHLLi135cg%3D%3D&position=6&pageNum=2&trk=public_jobs_jserp-result_search-card
57,2023-08-18,The AI Institute,Machine Learning Software Engineer,"Cambridge, MA",https://www.linkedin.com/jobs/view/machine-learning-software-engineer-at-the-ai-institute-3718536467?refId=WKVUZX6REpadYaZm9%2BPMwg%3D%3D&trackingId=i9JWrBXt3Q3emsYE2GsDuA%3D%3D&position=7&pageNum=2&trk=public_jobs_jserp-result_search-card
58,2023-10-09,BigRio,Data Scientist - Large Language Model (LLM),"Boston, MA",https://www.linkedin.com/jobs/view/data-scientist-large-language-model-llm-at-bigrio-3736114772?refId=WKVUZX6REpadYaZm9%2BPMwg%3D%3D&trackingId=%2Fmp837KcICaS9yfu2gIrxg%3D%3D&position=8&pageNum=2&trk=public_jobs_jserp-result_search-card
59,2023-07-10,SynergisticIT,Machine Learning Engineer,"Boston, MA",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-synergisticit-3682139681?refId=WKVUZX6REpadYaZm9%2BPMwg%3D%3D&trackingId=ur41mZp8OZzEXY%2B%2FTOWGew%3D%3D&position=9&pageNum=2&trk=public_jobs_jserp-result_search-card
60,2023-03-28,"Roberts Recruiting, LLC",Data Scientist- Artificial Intelligence Platform,"Cambridge, MA",https://www.linkedin.com/jobs/view/data-scientist-artificial-intelligence-platform-at-roberts-recruiting-llc-3576883332?refId=WKVUZX6REpadYaZm9%2BPMwg%3D%3D&trackingId=VBbagE4PJ5tR8sFfzNnsQQ%3D%3D&position=10&pageNum=2&trk=public_jobs_jserp-result_search-card
61,2023-10-03,Flagship Pioneering,(Senior) ML Research Scientist (Generative Modeling),"Cambridge, MA",https://www.linkedin.com/jobs/view/senior-ml-research-scientist-generative-modeling-at-flagship-pioneering-3505350365?refId=WKVUZX6REpadYaZm9%2BPMwg%3D%3D&trackingId=HBmgccaCdXY9vXnojqUjKA%3D%3D&position=11&pageNum=2&trk=public_jobs_jserp-result_search-card
62,2023-05-11,Saviance,AI/NLP Engineer,"Boston, MA",https://www.linkedin.com/jobs/view/ai-nlp-engineer-at-saviance-3623255102?refId=WKVUZX6REpadYaZm9%2BPMwg%3D%3D&trackingId=8pW%2FdsAnf39sZ2wEUe%2ByeA%3D%3D&position=12&pageNum=2&trk=public_jobs_jserp-result_search-card
63,2023-03-28,"Roberts Recruiting, LLC",Machine Learning Engineer,"Boston, MA",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-roberts-recruiting-llc-3576881667?refId=WKVUZX6REpadYaZm9%2BPMwg%3D%3D&trackingId=EJeCo6eg%2FWSCvibsd3JrEA%3D%3D&position=13&pageNum=2&trk=public_jobs_jserp-result_search-card
64,2023-09-24,CryptoRecruit,Data Scientist - Blockchain Intelligence,"Boston, MA",https://www.linkedin.com/jobs/view/data-scientist-blockchain-intelligence-at-cryptorecruit-3726460300?refId=WKVUZX6REpadYaZm9%2BPMwg%3D%3D&trackingId=QfwMiThviZ7KQyKGEq7qbQ%3D%3D&position=14&pageNum=2&trk=public_jobs_jserp-result_search-card
65,2023-05-28,Matchpoint Therapeutics,"Senior Scientist, Data Science","Boston, MA",https://www.linkedin.com/jobs/view/senior-scientist-data-science-at-matchpoint-therapeutics-3641791138?refId=WKVUZX6REpadYaZm9%2BPMwg%3D%3D&trackingId=XaZ91E%2BKkCJ2zsnaYZpHhg%3D%3D&position=15&pageNum=2&trk=public_jobs_jserp-result_search-card
66,2021-12-03,Stochastic,Deep Learning Engineer,"Cambridge, MA",https://www.linkedin.com/jobs/view/deep-learning-engineer-at-stochastic-2825610354?refId=WKVUZX6REpadYaZm9%2BPMwg%3D%3D&trackingId=Pfv8mPk4sm7GxYQnIpH7kg%3D%3D&position=16&pageNum=2&trk=public_jobs_jserp-result_search-card
67,2023-07-11,Saviance,"AI Engineer, Data Scientist (Image Processing, MRI Scans)","Boston, MA",https://www.linkedin.com/jobs/view/ai-engineer-data-scientist-image-processing-mri-scans-at-saviance-3656336117?refId=WKVUZX6REpadYaZm9%2BPMwg%3D%3D&trackingId=l7zXXYt2rQfiBFhZB%2FLelg%3D%3D&position=17&pageNum=2&trk=public_jobs_jserp-result_search-card
68,2023-08-05,SynergisticIT,Entry Level Python Developer,"Boston, MA",https://www.linkedin.com/jobs/view/entry-level-python-developer-at-synergisticit-3682545276?refId=WKVUZX6REpadYaZm9%2BPMwg%3D%3D&trackingId=36zgXo6hTeiUC9S9diww7g%3D%3D&position=18&pageNum=2&trk=public_jobs_jserp-result_search-card
69,2023-10-04,Burtch Works,Lead Data Scientist,"Boston, MA",https://www.linkedin.com/jobs/view/lead-data-scientist-at-burtch-works-3700083571?refId=WKVUZX6REpadYaZm9%2BPMwg%3D%3D&trackingId=5uLRz5wQte0z%2Bpuz8u0G5g%3D%3D&position=19&pageNum=2&trk=public_jobs_jserp-result_search-card
70,2023-03-28,"Roberts Recruiting, LLC",NLP/Machine Learning Engineer,"Boston, MA",https://www.linkedin.com/jobs/view/nlp-machine-learning-engineer-at-roberts-recruiting-llc-3576882531?refId=WKVUZX6REpadYaZm9%2BPMwg%3D%3D&trackingId=i%2FlIJHrj5kjf4cTcPM3ZCg%3D%3D&position=20&pageNum=2&trk=public_jobs_jserp-result_search-card
71,2023-09-02,Aequor,Laboratory Data Scientist II,"Waltham, MA",https://www.linkedin.com/jobs/view/laboratory-data-scientist-ii-at-aequor-3703710665?refId=WKVUZX6REpadYaZm9%2BPMwg%3D%3D&trackingId=%2B7QNVBHbm%2FKe0DrIzINpOg%3D%3D&position=21&pageNum=2&trk=public_jobs_jserp-result_search-card
72,2023-09-14,1910 Genetics,AI Research Scientist II/III,"Boston, MA",https://www.linkedin.com/jobs/view/ai-research-scientist-ii-iii-at-1910-genetics-3730583938?refId=WKVUZX6REpadYaZm9%2BPMwg%3D%3D&trackingId=eQUlziuK25n2P401OisWxA%3D%3D&position=22&pageNum=2&trk=public_jobs_jserp-result_search-card
73,2023-04-03,TileDB,Genomics Software Engineer,"Cambridge, MA",https://www.linkedin.com/jobs/view/genomics-software-engineer-at-tiledb-3590303515?refId=WKVUZX6REpadYaZm9%2BPMwg%3D%3D&trackingId=uADOvx4DNySJ2EiyXHCUJg%3D%3D&position=23&pageNum=2&trk=public_jobs_jserp-result_search-card
74,2023-08-30,Bristol Myers Squibb,Senior Data Scientist,"Cambridge, MA",https://www.linkedin.com/jobs/view/senior-data-scientist-at-bristol-myers-squibb-3713455814?refId=WKVUZX6REpadYaZm9%2BPMwg%3D%3D&trackingId=4umv0VH2nhHZeq6W3wVIPg%3D%3D&position=24&pageNum=2&trk=public_jobs_jserp-result_search-card
75,2023-09-27,Berkley Medical Management Solutions (a Berkley Company),Jr. Data Scientist,"Boston, MA",https://www.linkedin.com/jobs/view/jr-data-scientist-at-berkley-medical-management-solutions-a-berkley-company-3729125491?refId=WKVUZX6REpadYaZm9%2BPMwg%3D%3D&trackingId=N5vx3cjKmjp80eyjPs6big%3D%3D&position=25&pageNum=2&trk=public_jobs_jserp-result_search-card
